rank,pls_min_mv,driver,points,back,starts,pole,win,top_5,top_10,winnings,year,race_num
25,+1,Ward Burton,1789,-815,19,1,2,2,4,"$3,256,650",2002,19
26,-1,Bobby Hamilton,1716,-888,19,0,0,0,2,"$1,395,990",2002,19
27,+1,Kevin Harvick,1714,-890,18,1,1,2,4,"$1,992,090",2002,19
28,-1,Jeremy Mayfield,1714,-890,19,0,0,2,2,"$1,480,720",2002,19
29,+1,John Andretti,1594,-1010,19,0,0,0,1,"$1,625,650",2002,19
30,-1,Mike Skinner,1589,-1015,19,0,0,0,0,"$1,212,300",2002,19
31,--,Casey Atwood,1519,-1085,19,0,0,0,0,"$1,190,500",2002,19
32,--,Hut Stricklin,1495,-1109,18,0,0,0,0,"$1,074,170",2002,19
33,--,Ken Schrader,1476,-1128,19,0,0,0,0,"$1,368,470",2002,19
34,--,Brett Bodine,1462,-1142,19,0,0,0,0,"$1,139,630",2002,19
35,+2,Jerry Nadeau,1317,-1287,16,0,0,0,1,"$1,130,710",2002,19
36,--,Stacy Compton,1315,-1289,18,0,0,0,0,"$1,053,460",2002,19
37,-2,Johnny Benson Jr,1283,-1321,14,0,0,0,2,"$1,246,810",2002,19
38,--,Joe Nemechek,1153,-1451,16,0,0,0,0,"$1,183,930",2002,19
39,--,Steve Park,1115,-1489,15,0,0,0,0,"$1,250,580",2002,19
40,--,Todd Bodine,907,-1697,9,1,0,0,2,"$746,125",2002,19
41,+1,Steve Grissom,726,-1878,9,0,0,0,1,"$494,241",2002,19
42,-1,Kenny Wallace,666,-1938,8,0,0,0,1,"$700,168",2002,19
43,--,Rick Mast,576,-2028,9,0,0,0,0,"$469,843",2002,19
44,--,Buckshot Jones,559,-2045,7,0,0,0,0,"$394,223",2002,19
45,--,Geoffrey Bodine,532,-2072,5,0,0,1,2,"$929,552",2002,19
46,--,Hermie Sadler,404,-2200,5,0,0,0,0,"$275,720",2002,19
47,--,Shawna Robinson,361,-2243,7,0,0,0,0,"$428,519",2002,19
48,--,Frank Kimmel,292,-2312,6,0,0,0,0,"$407,579",2002,19
49,--,Mike Wallace,275,-2329,5,0,0,0,0,"$470,962",2002,19
50,--,Greg Biffle,124,-2480,1,0,0,0,0,"$80,059",2002,19
51,--,Dick Trickle,111,-2493,3,0,0,0,0,"$136,830",2002,19
52,--,Robert Pressley,97,-2507,1,0,0,0,0,"$150,859",2002,19
53,--,Ron Fellows,88,-2516,1,0,0,0,0,"$47,930",2002,19
54,--,Tony Raines,70,-2534,1,0,0,0,0,"$50,055",2002,19
55,--,Andy Hillenburg,68,-2536,2,0,0,0,0,"$101,629",2002,19
56,--,Jim Inglebright,67,-2537,1,0,0,0,0,"$47,190",2002,19
57,--,Chad Little,64,-2540,1,0,0,0,0,"$49,745",2002,19
58,--,Ron Hornaday,55,-2549,1,0,0,0,0,"$88,476",2002,19
59,--,Jay Sauter,52,-2552,1,0,0,0,0,"$50,200",2002,19
60,--,Derrike Cope,49,-2555,1,0,0,0,0,"$72,961",2002,19
61,--,Morgan Shepherd,43,-2561,1,0,0,0,0,"$42,145",2002,19
62,-1,Jason Small,40,-2564,1,0,0,0,0,"$41,130",2002,19
63,-1,Boris Said,40,-2564,1,0,0,0,0,"$46,975",2002,19
64,--,Kirk Shelmerdine,37,-2567,1,0,0,0,0,"$62,162",2002,19
65,-2,Dave Marcis,37,-2567,1,0,0,0,0,"$137,110",2002,19
66,-2,Austin Cameron,37,-2567,1,0,0,0,0,"$46,945",2002,19
67,-2,Randy Renfrow,34,-2570,1,0,0,0,0,"$71,193",2002,19
68,-2,Kevin Lepage,34,-2570,1,0,0,0,0,"$86,992",2002,19
69,-2,Gary Bradberry,34,-2570,1,0,0,0,0,"$40,399",2002,19
70,-2,Stuart Kirby,34,-2570,1,0,0,0,0,"$52,403",2002,19
71,-2,Carl Long,0,-2604,1,0,0,0,0,"$86,413",2002,19
1,--,Sterling Marlin,2779,0,20,0,2,7,11,"$2,789,340",2002,20
2,--,Mark Martin,2673,-106,20,0,1,7,13,"$3,583,060",2002,20
3,--,Jimmie Johnson,2635,-144,20,4,2,5,12,"$1,786,580",2002,20
4,+1,Jeff Gordon,2591,-188,20,3,0,6,11,"$2,754,600",2002,20
5,+3,Kurt Busch,2540,-239,20,1,1,6,10,"$2,071,460",2002,20
6,--,Ricky Rudd,2525,-254,20,1,1,5,8,"$2,387,820",2002,20
7,--,Tony Stewart,2523,-256,20,2,2,8,11,"$2,745,130",2002,20
8,-4,Rusty Wallace,2520,-259,20,1,0,2,11,"$2,200,760",2002,20
9,+1,Bill Elliott,2471,-308,20,4,1,3,9,"$2,105,690",2002,20
10,-1,Matt Kenseth,2435,-344,20,1,3,6,10,"$2,297,010",2002,20
11,--,Dale Jarrett,2419,-360,20,1,1,6,9,"$2,365,020",2002,20
12,--,Ryan Newman,2348,-431,20,6,0,8,11,"$2,656,280",2002,20
13,--,Jeff Burton,2252,-527,20,0,0,2,7,"$2,148,200",2002,20
14,--,Ricky Craven,2244,-535,20,2,0,3,5,"$1,507,670",2002,20
15,--,Michael Waltrip,2232,-547,20,0,1,4,7,"$1,816,790",2002,20
16,--,Dale Earnhardt Jr,2171,-608,20,2,1,5,7,"$2,157,570",2002,20
17,--,Terry Labonte,2162,-617,20,0,0,1,4,"$1,881,580",2002,20
18,+1,Elliott Sadler,2062,-717,20,0,0,2,5,"$2,353,470",2002,20
19,+1,Bobby Labonte,2060,-719,20,0,1,3,3,"$2,204,510",2002,20
20,-2,Jeff Green,2047,-732,20,0,0,2,2,"$1,243,200",2002,20
21,+1,Dave Blaney,2023,-756,20,0,0,0,2,"$1,528,240",2002,20
22,-1,Kyle Petty,2005,-774,20,0,0,0,1,"$1,156,460",2002,20
23,--,Jimmy Spencer,1969,-810,19,0,0,2,5,"$1,284,970",2002,20
24,+1,Ward Burton,1910,-869,20,1,2,2,4,"$3,339,520",2002,20
25,-1,Robby Gordon,1898,-881,20,0,0,0,3,"$1,710,070",2002,20
26,+1,Kevin Harvick,1864,-915,19,1,1,2,5,"$2,091,040",2002,20
27,-1,Bobby Hamilton,1822,-957,20,0,0,0,2,"$1,459,500",2002,20
28,--,Jeremy Mayfield,1763,-1016,20,0,0,2,2,"$1,524,100",2002,20
29,--,John Andretti,1688,-1091,20,0,0,0,1,"$1,693,970",2002,20
30,--,Mike Skinner,1665,-1114,20,0,0,0,0,"$1,251,690",2002,20
31,--,Casey Atwood,1598,-1181,20,0,0,0,0,"$1,230,570",2002,20
32,+1,Ken Schrader,1579,-1200,20,0,0,0,0,"$1,432,610",2002,20
33,-1,Hut Stricklin,1565,-1214,19,0,0,0,0,"$1,110,760",2002,20
34,--,Brett Bodine,1526,-1253,20,0,0,0,0,"$1,175,870",2002,20
35,--,Jerry Nadeau,1372,-1407,17,0,0,0,1,"$1,166,370",2002,20
36,+1,Johnny Benson Jr,1356,-1423,15,0,0,0,2,"$1,310,800",2002,20
37,-1,Stacy Compton,1315,-1464,18,0,0,0,0,"$1,053,460",2002,20
38,--,Joe Nemechek,1249,-1530,17,0,0,0,0,"$1,232,920",2002,20
39,--,Steve Park,1149,-1630,16,0,0,0,0,"$1,315,520",2002,20
40,--,Todd Bodine,907,-1872,9,1,0,0,2,"$746,125",2002,20
41,--,Steve Grissom,726,-2053,9,0,0,0,1,"$494,241",2002,20
42,--,Kenny Wallace,666,-2113,8,0,0,0,1,"$700,168",2002,20
43,+2,Geoffrey Bodine,593,-2186,6,0,0,1,2,"$990,779",2002,20
44,-1,Rick Mast,576,-2203,9,0,0,0,0,"$469,843",2002,20
45,-1,Buckshot Jones,559,-2220,7,0,0,0,0,"$394,223",2002,20
46,--,Hermie Sadler,404,-2375,5,0,0,0,0,"$275,720",2002,20
47,--,Shawna Robinson,361,-2418,7,0,0,0,0,"$428,519",2002,20
48,+1,Mike Wallace,321,-2458,6,0,0,0,0,"$506,212",2002,20
49,-1,Frank Kimmel,292,-2487,6,0,0,0,0,"$407,579",2002,20
50,--,Greg Biffle,124,-2655,1,0,0,0,0,"$80,059",2002,20
51,--,Dick Trickle,111,-2668,3,0,0,0,0,"$136,830",2002,20
52,+8,Derrike Cope,107,-2672,2,0,0,0,0,"$108,826",2002,20
53,-1,Robert Pressley,97,-2682,1,0,0,0,0,"$150,859",2002,20
54,-1,Ron Fellows,88,-2691,1,0,0,0,0,"$47,930",2002,20
55,+6,Morgan Shepherd,85,-2694,2,0,0,0,0,"$77,020",2002,20
56,+8,Kirk Shelmerdine,77,-2702,2,0,0,0,0,"$97,127",2002,20
57,-3,Tony Raines,70,-2709,1,0,0,0,0,"$50,055",2002,20
58,-3,Andy Hillenburg,68,-2711,2,0,0,0,0,"$101,629",2002,20
59,-3,Jim Inglebright,67,-2712,1,0,0,0,0,"$47,190",2002,20
60,-3,Chad Little,64,-2715,1,0,0,0,0,"$49,745",2002,20
61,-3,Ron Hornaday,55,-2724,1,0,0,0,0,"$88,476",2002,20
62,-3,Jay Sauter,52,-2727,1,0,0,0,0,"$50,200",2002,20
63,-1,Jason Small,40,-2739,1,0,0,0,0,"$41,130",2002,20
64,-1,Boris Said,40,-2739,1,0,0,0,0,"$46,975",2002,20
65,--,Dave Marcis,37,-2742,1,0,0,0,0,"$137,110",2002,20
66,--,Austin Cameron,37,-2742,1,0,0,0,0,"$46,945",2002,20
67,--,Randy Renfrow,34,-2745,1,0,0,0,0,"$71,193",2002,20
68,--,Kevin Lepage,34,-2745,1,0,0,0,0,"$86,992",2002,20
69,--,Gary Bradberry,34,-2745,1,0,0,0,0,"$40,399",2002,20
70,--,Stuart Kirby,34,-2745,1,0,0,0,0,"$52,403",2002,20
71,--,Carl Long,0,-2779,1,0,0,0,0,"$86,413",2002,20
1,--,Sterling Marlin,2866,0,21,0,2,7,11,"$2,938,490",2002,21
2,+1,Jimmie Johnson,2773,-93,21,4,2,5,13,"$1,921,600",2002,21
3,-1,Mark Martin,2757,-109,21,0,1,7,13,"$3,716,910",2002,21
4,--,Jeff Gordon,2741,-125,21,3,0,6,12,"$2,959,320",2002,21
5,+3,Rusty Wallace,2695,-171,21,1,0,3,12,"$2,508,610",2002,21
6,+3,Bill Elliott,2656,-210,21,4,2,4,10,"$2,554,750",2002,21
7,--,Tony Stewart,2655,-211,21,2,2,8,11,"$2,931,080",2002,21
8,-2,Ricky Rudd,2634,-232,21,1,1,5,8,"$2,539,110",2002,21
9,+1,Matt Kenseth,2600,-266,21,1,3,7,11,"$2,550,760",2002,21
10,-5,Kurt Busch,2580,-286,21,1,1,6,10,"$2,171,510",2002,21
11,--,Dale Jarrett,2553,-313,21,1,1,6,10,"$2,531,640",2002,21
12,--,Ryan Newman,2508,-358,21,6,0,9,12,"$2,902,130",2002,21
13,+2,Michael Waltrip,2347,-519,21,0,1,4,7,"$1,936,660",2002,21
14,-1,Jeff Burton,2328,-538,21,0,0,2,7,"$2,287,790",2002,21
15,-1,Ricky Craven,2308,-558,21,2,0,3,5,"$1,611,350",2002,21
16,+1,Terry Labonte,2286,-580,21,0,0,1,4,"$2,025,080",2002,21
17,-1,Dale Earnhardt Jr,2273,-593,21,2,1,5,7,"$2,282,850",2002,21
18,+1,Bobby Labonte,2190,-676,21,0,1,3,3,"$2,376,540",2002,21
19,+1,Jeff Green,2153,-713,21,0,0,2,2,"$1,351,280",2002,21
20,+1,Dave Blaney,2141,-725,21,0,0,0,2,"$1,661,370",2002,21
21,-3,Elliott Sadler,2120,-746,21,0,0,2,5,"$2,454,120",2002,21
22,--,Kyle Petty,2093,-773,21,0,0,0,1,"$1,258,520",2002,21
23,+2,Robby Gordon,2040,-826,21,0,0,0,4,"$1,877,500",2002,21
24,-1,Jimmy Spencer,2039,-827,20,0,0,2,5,"$1,381,900",2002,21
25,+1,Kevin Harvick,2019,-847,20,1,1,3,6,"$2,316,310",2002,21
26,-2,Ward Burton,1983,-883,21,1,2,2,4,"$3,477,450",2002,21
27,--,Bobby Hamilton,1916,-950,21,0,0,0,2,"$1,580,850",2002,21
28,--,Jeremy Mayfield,1814,-1052,21,0,0,2,2,"$1,624,710",2002,21
29,--,John Andretti,1778,-1088,21,0,0,0,1,"$1,821,980",2002,21
30,--,Mike Skinner,1720,-1146,21,0,0,0,0,"$1,344,240",2002,21
31,+1,Ken Schrader,1700,-1166,21,0,0,0,0,"$1,567,180",2002,21
32,+1,Hut Stricklin,1677,-1189,20,0,0,0,0,"$1,220,930",2002,21
33,-2,Casey Atwood,1647,-1219,21,0,0,0,0,"$1,322,900",2002,21
34,--,Brett Bodine,1563,-1303,21,0,0,0,0,"$1,267,810",2002,21
35,--,Jerry Nadeau,1463,-1403,18,0,0,0,1,"$1,269,130",2002,21
36,--,Johnny Benson Jr,1408,-1458,16,0,0,0,2,"$1,430,020",2002,21
37,+1,Joe Nemechek,1357,-1509,18,0,0,0,0,"$1,351,240",2002,21
38,-1,Stacy Compton,1315,-1551,18,0,0,0,0,"$1,053,460",2002,21
39,--,Steve Park,1295,-1571,17,0,0,0,1,"$1,491,800",2002,21
40,--,Todd Bodine,968,-1898,10,1,0,0,2,"$864,217",2002,21
41,+1,Kenny Wallace,738,-2128,9,0,0,0,1,"$793,998",2002,21
42,-1,Steve Grissom,726,-2140,9,0,0,0,1,"$494,241",2002,21
43,--,Geoffrey Bodine,636,-2230,7,0,0,1,2,"$1,082,930",2002,21
44,--,Rick Mast,576,-2290,9,0,0,0,0,"$469,843",2002,21
45,--,Buckshot Jones,559,-2307,7,0,0,0,0,"$394,223",2002,21
46,--,Hermie Sadler,404,-2462,5,0,0,0,0,"$275,720",2002,21
47,--,Shawna Robinson,361,-2505,7,0,0,0,0,"$428,519",2002,21
48,--,Mike Wallace,355,-2511,7,0,0,0,0,"$598,283",2002,21
49,--,Frank Kimmel,292,-2574,6,0,0,0,0,"$407,579",2002,21
50,--,Greg Biffle,124,-2742,1,0,0,0,0,"$80,059",2002,21
51,--,Dick Trickle,111,-2755,3,0,0,0,0,"$136,830",2002,21
52,--,Derrike Cope,107,-2759,2,0,0,0,0,"$108,826",2002,21
53,--,Ted Musgrave,100,-2766,1,0,0,0,0,"$102,475",2002,21
54,-1,Robert Pressley,97,-2769,1,0,0,0,0,"$150,859",2002,21
55,-1,Ron Fellows,88,-2778,1,0,0,0,0,"$47,930",2002,21
56,-1,Morgan Shepherd,85,-2781,2,0,0,0,0,"$77,020",2002,21
57,-1,Kirk Shelmerdine,77,-2789,2,0,0,0,0,"$97,127",2002,21
58,-1,Tony Raines,70,-2796,1,0,0,0,0,"$50,055",2002,21
59,-1,Andy Hillenburg,68,-2798,2,0,0,0,0,"$101,629",2002,21
60,-1,Jim Inglebright,67,-2799,1,0,0,0,0,"$47,190",2002,21
61,-1,Chad Little,64,-2802,1,0,0,0,0,"$49,745",2002,21
62,-1,Ron Hornaday,55,-2811,1,0,0,0,0,"$88,476",2002,21
63,-1,Jay Sauter,52,-2814,1,0,0,0,0,"$50,200",2002,21
64,-1,Jason Small,40,-2826,1,0,0,0,0,"$41,130",2002,21
65,-1,Boris Said,40,-2826,1,0,0,0,0,"$46,975",2002,21
66,-1,Dave Marcis,37,-2829,1,0,0,0,0,"$137,110",2002,21
67,-1,Austin Cameron,37,-2829,1,0,0,0,0,"$46,945",2002,21
68,-1,Randy Renfrow,34,-2832,1,0,0,0,0,"$71,193",2002,21
69,-1,Kevin Lepage,34,-2832,1,0,0,0,0,"$86,992",2002,21
70,-1,Gary Bradberry,34,-2832,1,0,0,0,0,"$40,399",2002,21
71,-1,Stuart Kirby,34,-2832,1,0,0,0,0,"$52,403",2002,21
72,-1,Carl Long,0,-2866,1,0,0,0,0,"$86,413",2002,21
1,--,Sterling Marlin,2944,0,22,0,2,7,11,"$3,019,580",2002,22
2,+1,Mark Martin,2891,-53,22,0,1,7,14,"$3,800,910",2002,22
3,-1,Jimmie Johnson,2888,-56,22,4,2,5,13,"$1,965,600",2002,22
4,+3,Tony Stewart,2840,-104,22,2,3,9,12,"$3,096,390",2002,22
5,-1,Jeff Gordon,2838,-106,22,3,0,6,12,"$3,051,250",2002,22
6,-1,Rusty Wallace,2812,-132,22,1,0,3,12,"$2,592,510",2002,22
7,+1,Ricky Rudd,2794,-150,22,1,1,6,9,"$2,648,970",2002,22
8,-2,Bill Elliott,2756,-188,22,4,2,4,10,"$2,623,180",2002,22
9,+3,Ryan Newman,2683,-261,22,6,0,10,13,"$3,009,860",2002,22
10,-1,Matt Kenseth,2664,-280,22,1,3,7,11,"$2,606,840",2002,22
11,-1,Kurt Busch,2620,-324,22,1,1,6,10,"$2,217,170",2002,22
12,-1,Dale Jarrett,2605,-339,22,1,1,6,10,"$2,589,500",2002,22
13,--,Michael Waltrip,2490,-454,22,0,1,4,8,"$1,991,170",2002,22
14,--,Jeff Burton,2474,-470,22,0,0,2,8,"$2,381,720",2002,22
15,--,Ricky Craven,2369,-575,22,2,0,3,5,"$1,657,390",2002,22
16,--,Terry Labonte,2356,-588,22,0,0,1,4,"$2,092,130",2002,22
17,--,Dale Earnhardt Jr,2331,-613,22,2,1,5,7,"$2,340,460",2002,22
18,--,Bobby Labonte,2284,-660,22,0,1,3,3,"$2,461,140",2002,22
19,--,Jeff Green,2280,-664,22,0,0,2,2,"$1,395,750",2002,22
20,--,Dave Blaney,2250,-694,22,0,0,0,2,"$1,725,380",2002,22
21,+2,Robby Gordon,2210,-734,22,0,0,1,5,"$1,986,200",2002,22
22,--,Kyle Petty,2169,-775,22,0,0,0,1,"$1,296,870",2002,22
23,-2,Elliott Sadler,2154,-790,22,0,0,2,5,"$2,499,700",2002,22
24,+1,Kevin Harvick,2140,-804,21,1,1,3,6,"$2,402,250",2002,22
25,+1,Ward Burton,2086,-858,22,1,2,2,4,"$3,563,120",2002,22
26,-2,Jimmy Spencer,2039,-905,20,0,0,2,5,"$1,381,900",2002,22
27,--,Bobby Hamilton,2027,-917,22,0,0,0,2,"$1,642,080",2002,22
28,--,Jeremy Mayfield,1937,-1007,22,0,0,2,2,"$1,678,500",2002,22
29,--,John Andretti,1908,-1036,22,0,0,0,1,"$1,894,270",2002,22
30,+1,Ken Schrader,1779,-1165,22,0,0,0,0,"$1,616,100",2002,22
31,-1,Mike Skinner,1763,-1181,22,0,0,0,0,"$1,381,940",2002,22
32,+1,Casey Atwood,1729,-1215,22,0,0,0,0,"$1,364,390",2002,22
33,-1,Hut Stricklin,1677,-1267,20,0,0,0,0,"$1,220,930",2002,22
34,--,Brett Bodine,1630,-1314,22,0,0,0,0,"$1,305,950",2002,22
35,--,Jerry Nadeau,1548,-1396,19,0,0,0,1,"$1,319,120",2002,22
36,--,Johnny Benson Jr,1496,-1448,17,0,0,0,2,"$1,498,950",2002,22
37,--,Joe Nemechek,1406,-1538,19,0,0,0,0,"$1,397,040",2002,22
38,+1,Steve Park,1341,-1603,18,0,0,0,1,"$1,559,440",2002,22
39,-1,Stacy Compton,1315,-1629,18,0,0,0,0,"$1,053,460",2002,22
40,--,Todd Bodine,1110,-1834,11,1,0,0,3,"$937,789",2002,22
41,--,Kenny Wallace,793,-2151,10,0,0,0,1,"$831,943",2002,22
42,--,Steve Grissom,726,-2218,9,0,0,0,1,"$494,241",2002,22
43,--,Geoffrey Bodine,636,-2308,7,0,0,1,2,"$1,082,930",2002,22
44,--,Rick Mast,576,-2368,9,0,0,0,0,"$469,843",2002,22
45,--,Buckshot Jones,559,-2385,7,0,0,0,0,"$394,223",2002,22
46,--,Hermie Sadler,404,-2540,5,0,0,0,0,"$275,720",2002,22
47,--,Shawna Robinson,361,-2583,7,0,0,0,0,"$428,519",2002,22
48,--,Mike Wallace,355,-2589,7,0,0,0,0,"$598,283",2002,22
49,--,Frank Kimmel,292,-2652,6,0,0,0,0,"$407,579",2002,22
50,+15,Boris Said,164,-2780,2,0,0,0,0,"$87,400",2002,22
51,--,PJ Jones,160,-2784,1,0,0,1,1,"$65,950",2002,22
52,--,Scott Pruett,150,-2794,1,0,0,0,1,"$66,690",2002,22
53,-3,Greg Biffle,124,-2820,1,0,0,0,0,"$80,059",2002,22
54,-3,Dick Trickle,111,-2833,3,0,0,0,0,"$136,830",2002,22
55,-3,Derrike Cope,107,-2837,2,0,0,0,0,"$108,826",2002,22
56,-3,Ted Musgrave,100,-2844,1,0,0,0,0,"$102,475",2002,22
57,-3,Robert Pressley,97,-2847,1,0,0,0,0,"$150,859",2002,22
58,--,Tom Hubert,91,-2853,1,0,0,0,0,"$41,925",2002,22
59,-4,Ron Fellows,88,-2856,1,0,0,0,0,"$47,930",2002,22
60,-4,Morgan Shepherd,85,-2859,2,0,0,0,0,"$77,020",2002,22
61,-4,Kirk Shelmerdine,77,-2867,2,0,0,0,0,"$97,127",2002,22
62,-4,Tony Raines,70,-2874,1,0,0,0,0,"$50,055",2002,22
63,-4,Andy Hillenburg,68,-2876,2,0,0,0,0,"$101,629",2002,22
64,-4,Jim Inglebright,67,-2877,1,0,0,0,0,"$47,190",2002,22
65,-4,Chad Little,64,-2880,1,0,0,0,0,"$49,745",2002,22
66,-4,Ron Hornaday,55,-2889,1,0,0,0,0,"$88,476",2002,22
67,-4,Jay Sauter,52,-2892,1,0,0,0,0,"$50,200",2002,22
68,-4,Jason Small,40,-2904,1,0,0,0,0,"$41,130",2002,22
69,-3,Dave Marcis,37,-2907,1,0,0,0,0,"$137,110",2002,22
70,-3,Austin Cameron,37,-2907,1,0,0,0,0,"$46,945",2002,22
71,--,Joe Varde,37,-2907,1,0,0,0,0,"$37,610",2002,22
72,-4,Randy Renfrow,34,-2910,1,0,0,0,0,"$71,193",2002,22
73,-4,Kevin Lepage,34,-2910,1,0,0,0,0,"$86,992",2002,22
74,-4,Gary Bradberry,34,-2910,1,0,0,0,0,"$40,399",2002,22
75,-4,Stuart Kirby,34,-2910,1,0,0,0,0,"$52,403",2002,22
76,-4,Carl Long,0,-2944,1,0,0,0,0,"$86,413",2002,22
1,--,Sterling Marlin,3094,0,23,0,2,7,12,"$3,115,020",2002,23
2,--,Mark Martin,3051,-43,23,0,1,8,15,"$3,908,050",2002,23
3,--,Jimmie Johnson,3034,-60,23,4,2,5,14,"$2,022,270",2002,23
4,--,Tony Stewart,3010,-84,23,2,3,10,13,"$3,232,570",2002,23
5,--,Jeff Gordon,2944,-150,23,3,0,6,12,"$3,148,170",2002,23
6,+1,Ricky Rudd,2926,-168,23,1,1,6,9,"$2,740,210",2002,23
7,-1,Rusty Wallace,2903,-191,23,1,0,3,12,"$2,679,530",2002,23
8,--,Bill Elliott,2858,-236,23,4,2,4,10,"$2,695,930",2002,23
9,+1,Matt Kenseth,2799,-295,23,1,3,7,11,"$2,672,180",2002,23
10,+2,Dale Jarrett,2785,-309,23,1,2,7,11,"$2,769,030",2002,23
11,-2,Ryan Newman,2758,-336,23,6,0,10,13,"$3,062,350",2002,23
12,-1,Kurt Busch,2671,-423,23,1,1,6,10,"$2,266,110",2002,23
13,+1,Jeff Burton,2639,-455,23,0,0,3,9,"$2,494,530",2002,23
14,-1,Michael Waltrip,2608,-486,23,0,1,4,8,"$2,051,660",2002,23
15,--,Ricky Craven,2486,-608,23,2,0,3,5,"$1,713,930",2002,23
16,+1,Dale Earnhardt Jr,2470,-624,23,2,1,5,8,"$2,419,200",2002,23
17,-1,Terry Labonte,2420,-674,23,0,0,1,4,"$2,162,300",2002,23
18,+1,Jeff Green,2418,-676,23,0,0,2,3,"$1,449,040",2002,23
19,-1,Bobby Labonte,2408,-686,23,0,1,3,3,"$2,553,230",2002,23
20,--,Dave Blaney,2359,-735,23,0,0,0,2,"$1,794,420",2002,23
21,+3,Kevin Harvick,2315,-779,22,1,1,4,7,"$2,519,190",2002,23
22,-1,Robby Gordon,2310,-784,23,0,0,1,5,"$2,060,250",2002,23
23,-1,Kyle Petty,2257,-837,23,0,0,0,1,"$1,343,080",2002,23
24,-1,Elliott Sadler,2236,-858,23,0,0,2,5,"$2,561,210",2002,23
25,--,Ward Burton,2162,-932,23,1,2,2,4,"$3,647,810",2002,23
26,+1,Bobby Hamilton,2121,-973,23,0,0,0,2,"$1,706,940",2002,23
27,-1,Jimmy Spencer,2100,-994,21,0,0,2,5,"$1,423,160",2002,23
28,--,Jeremy Mayfield,2052,-1042,23,0,0,2,2,"$1,735,490",2002,23
29,--,John Andretti,2011,-1083,23,0,0,0,1,"$1,971,140",2002,23
30,--,Ken Schrader,1900,-1194,23,0,0,0,0,"$1,689,220",2002,23
31,--,Mike Skinner,1842,-1252,23,0,0,0,0,"$1,426,820",2002,23
32,--,Casey Atwood,1766,-1328,23,0,0,0,0,"$1,405,200",2002,23
33,--,Hut Stricklin,1732,-1362,21,0,0,0,0,"$1,262,070",2002,23
34,--,Brett Bodine,1679,-1415,23,0,0,0,0,"$1,346,930",2002,23
35,+1,Johnny Benson Jr,1638,-1456,18,0,0,0,3,"$1,584,940",2002,23
36,-1,Jerry Nadeau,1615,-1479,20,0,0,0,1,"$1,363,540",2002,23
37,--,Joe Nemechek,1464,-1630,20,0,0,0,0,"$1,446,230",2002,23
38,+1,Stacy Compton,1393,-1701,19,0,0,0,0,"$1,095,080",2002,23
39,-1,Steve Park,1381,-1713,19,0,0,0,1,"$1,630,290",2002,23
40,--,Todd Bodine,1195,-1899,12,1,0,0,3,"$1,008,390",2002,23
41,--,Kenny Wallace,793,-2301,10,0,0,0,1,"$831,943",2002,23
42,--,Steve Grissom,726,-2368,9,0,0,0,1,"$494,241",2002,23
43,--,Geoffrey Bodine,636,-2458,7,0,0,1,2,"$1,082,930",2002,23
44,--,Rick Mast,576,-2518,9,0,0,0,0,"$469,843",2002,23
45,--,Buckshot Jones,559,-2535,7,0,0,0,0,"$394,223",2002,23
46,--,Hermie Sadler,404,-2690,5,0,0,0,0,"$275,720",2002,23
47,+1,Mike Wallace,398,-2696,8,0,0,0,0,"$639,168",2002,23
48,-1,Shawna Robinson,361,-2733,7,0,0,0,0,"$428,519",2002,23
49,--,Frank Kimmel,292,-2802,6,0,0,0,0,"$407,579",2002,23
50,--,Boris Said,164,-2930,2,0,0,0,0,"$87,400",2002,23
51,--,PJ Jones,160,-2934,1,0,0,1,1,"$65,950",2002,23
52,+3,Derrike Cope,159,-2935,3,0,0,0,0,"$149,916",2002,23
53,-1,Scott Pruett,150,-2944,1,0,0,0,1,"$66,690",2002,23
54,-1,Greg Biffle,124,-2970,1,0,0,0,0,"$80,059",2002,23
55,-1,Dick Trickle,111,-2983,3,0,0,0,0,"$136,830",2002,23
56,+6,Tony Raines,104,-2990,2,0,0,0,0,"$90,179",2002,23
57,-1,Ted Musgrave,100,-2994,1,0,0,0,0,"$102,475",2002,23
58,-1,Robert Pressley,97,-2997,1,0,0,0,0,"$150,859",2002,23
59,-1,Tom Hubert,91,-3003,1,0,0,0,0,"$41,925",2002,23
60,-1,Ron Fellows,88,-3006,1,0,0,0,0,"$47,930",2002,23
61,-1,Morgan Shepherd,85,-3009,2,0,0,0,0,"$77,020",2002,23
62,-1,Kirk Shelmerdine,77,-3017,2,0,0,0,0,"$97,127",2002,23
63,--,Andy Hillenburg,68,-3026,2,0,0,0,0,"$101,629",2002,23
64,--,Jim Inglebright,67,-3027,1,0,0,0,0,"$47,190",2002,23
65,--,Chad Little,64,-3030,1,0,0,0,0,"$49,745",2002,23
66,--,Ron Hornaday,55,-3039,1,0,0,0,0,"$88,476",2002,23
67,--,Jay Sauter,52,-3042,1,0,0,0,0,"$50,200",2002,23
68,--,Jason Small,40,-3054,1,0,0,0,0,"$41,130",2002,23
69,--,Dave Marcis,37,-3057,1,0,0,0,0,"$137,110",2002,23
70,--,Austin Cameron,37,-3057,1,0,0,0,0,"$46,945",2002,23
71,--,Joe Varde,37,-3057,1,0,0,0,0,"$37,610",2002,23
72,--,Randy Renfrow,34,-3060,1,0,0,0,0,"$71,193",2002,23
